ProductID,ProductName,Category,Type,Price,Stock,LeadTime,ManagedBy,Brand,Description
xbeQ-5457,Fisher-Price Laugh & Learn,Toy,Toy,820.85,125,1,UE,Playmobil,The Fisher-Price Laugh & Learn by Playmobil combines quality and performance for everyday use.
QFlZ-8238,CB2 Peekaboo Table,Furniture,Chair,88.98,182,10,UE,West Elm,The CB2 Peekaboo Table by West Elm combines quality and performance for everyday use.
gyuN-0507,Zara Slim Blazer,Clothing,T-Shirt,561.33,136,1,IT,H&M,The Zara Slim Blazer by H&M combines quality and performance for everyday use.
fUTs-1829,North Face Puffer Jacket,Clothing,Jacket,826.28,125,6,IT,Zara,The North Face Puffer Jacket by Zara combines quality and performance for everyday use.
QIDP-4657,H&M Cotton Shirt,Clothing,Jacket,692.25,183,10,IT,Levi's,The H&M Cotton Shirt by Levi's combines quality and performance for everyday use.
DhcP-9264,Becoming,Books,EBook,49.09,61,1,IT,HarperCollins,The Becoming by HarperCollins combines quality and performance for everyday use.
JezU-6048,Uniqlo Ultra Light Down,Clothing,T-Shirt,611.25,132,8,IT,Puma,The Uniqlo Ultra Light Down by Puma combines quality and performance for everyday use.
tkLW-4029,Google Nest Hub,Electronics,TV,43.38,45,2,IT,Bose,The Google Nest Hub by Bose combines quality and performance for everyday use.
joyz-4282,The Alchemist,Books,EBook,633.26,173,2,UE,HarperCollins,The The Alchemist by HarperCollins combines quality and performance for everyday use.
kesf-3214,Generic Office Chair,Misc,TV,436.83,87,5,IT,Logitech,The Generic Office Chair by Logitech combines quality and performance for everyday use.
PjPH-0464,Samsung Galaxy Buds,Electronics,Hi-tech,80.17,1,5,,Bose,The Samsung Galaxy Buds by Bose combines quality and performance for everyday use.
iSdd-1425,Puma Track Pants,Clothing,T-Shirt,502.5,178,10,UE,Puma,The Puma Track Pants by Puma combines quality and performance for everyday use.
FqqV-5844,Anker SoundCore,Electronics,Smartphone,503.35,32,9,IT,Bose,The Anker SoundCore by Bose combines quality and performance for everyday use.
dbQE-0005,Dune,Books,EBook,136.36,38,3,IT,Bloomsbury,The Dune by Bloomsbury combines quality and performance for everyday use.
oLnE-4952,1984,Books,EBook,873.19,92,7,IT,Penguin,The 1984 by Penguin combines quality and performance for everyday use.
vBQD-6291,Calvin Klein Boxers,Clothing,Jacket,368.51,106,5,UE,Puma,The Calvin Klein Boxers by Puma combines quality and performance for everyday use.
vsRH-2960,Tommy Hilfiger Polo,Clothing,Jacket,363.53,185,2,UE,Puma,The Tommy Hilfiger Polo by Puma combines quality and performance for everyday use.
CqnW-1495,The Silent Patient,Books,EBook,958.29,147,10,IT,HarperCollins,The The Silent Patient by HarperCollins combines quality and performance for everyday use.
VssK-1055,UNO Card Game,Toy,Toy,679.44,39,2,IT,Playmobil,The UNO Card Game by Playmobil combines quality and performance for everyday use.
JRVf-4313,Jenga Classic,Toy,Toy,344.89,107,3,,Lego,The Jenga Classic by Lego combines quality and performance for everyday use.
GSmB-5775,Nike Air Hoodie,Clothing,T-Shirt,217.82,175,3,IT,H&M,The Nike Air Hoodie by H&M combines quality and performance for everyday use.
BvMp-9178,Pottery Barn Armchair,Furniture,Chair,310.72,27,1,IT,IKEA,The Pottery Barn Armchair by IKEA combines quality and performance for everyday use.
JEDL-6798,Adidas Essentials Tee,Clothing,T-Shirt,961.14,183,6,IT,Adidas,The Adidas Essentials Tee by Adidas combines quality and performance for everyday use.
olFd-0300,Atomic Habits,Books,EBook,316.1,18,6,IT,Random House,The Atomic Habits by Random House combines quality and performance for everyday use.
fboh-5937,Levi's 511 Jeans,Clothing,Jacket,997.56,130,2,UE,Nike,The Levi's 511 Jeans by Nike combines quality and performance for everyday use.
Qudx-2448,Fitbit Charge 5,Electronics,Smartphone,139.37,89,6,UE,Apple,The Fitbit Charge 5 by Apple combines quality and performance for everyday use.
pFXC-0459,Garmin Forerunner,Electronics,Smartphone,772.87,20,1,,Sony,The Garmin Forerunner by Sony combines quality and performance for everyday use.
itrC-5597,Wayfair Coffee Table,Furniture,Chair,644.14,79,1,IT,IKEA,The Wayfair Coffee Table by IKEA combines quality and performance for everyday use.
Sxre-2030,The Midnight Library,Books,EBook,971.83,131,4,IT,Bloomsbury,The The Midnight Library by Bloomsbury combines quality and performance for everyday use.
QuUl-8749,Kindle Paperwhite,Electronics,TV,976.93,54,3,IT,Bose,The Kindle Paperwhite by Bose combines quality and performance for everyday use.
tyeC-2254,Sapiens,Books,EBook,450.24,137,1,IT,Random House,The Sapiens by Random House combines quality and performance for everyday use.
srps-7972,Connect 4,Toy,Toy,247.4,196,10,IT,Fisher-Price,The Connect 4 by Fisher-Price combines quality and performance for everyday use.
xLCp-0759,Apple AirPods Pro,Electronics,Smartphone,596.59,57,2,IT,Amazon,The Apple AirPods Pro by Amazon combines quality and performance for everyday use.
qdZH-9877,Herman Miller Aeron,Furniture,Chair,980.39,41,2,,West Elm,The Herman Miller Aeron by West Elm combines quality and performance for everyday use.
Pwga-7746,Educated,Books,EBook,115.14,164,2,IT,Simon & Schuster,The Educated by Simon & Schuster combines quality and performance for everyday use.
nmSW-6668,Crate & Barrel Bookshelf,Furniture,Chair,64.66,173,10,IT,IKEA,The Crate & Barrel Bookshelf by IKEA combines quality and performance for everyday use.
pQxM-8871,Where the Crawdads Sing,Books,EBook,534.52,200,9,IT,HarperCollins,The Where the Crawdads Sing by HarperCollins combines quality and performance for everyday use.
EmjK-9178,Becoming,Books,EBook,384.93,198,8,UE,Random House,The Becoming by Random House combines quality and performance for everyday use.
bhAn-0398,The Alchemist,Books,EBook,318.59,133,3,,Penguin,The The Alchemist by Penguin combines quality and performance for everyday use.
mKgk-2456,Monopoly Classic,Toy,Toy,810.68,45,8,IT,Mattel,The Monopoly Classic by Mattel combines quality and performance for everyday use.
iANi-3516,Lego Star Wars,Toy,Toy,402.67,179,5,UE,Playmobil,The Lego Star Wars by Playmobil combines quality and performance for everyday use.
mgMq-8367,Dune,Books,EBook,196.83,63,1,IT,Random House,The Dune by Random House combines quality and performance for everyday use.
gipK-3736,Article Timber Sofa,Furniture,Chair,830.09,147,7,IT,IKEA,The Article Timber Sofa by IKEA combines quality and performance for everyday use.
Qckn-7988,Barbie Dreamhouse,Toy,Toy,403.03,196,5,IT,Lego,The Barbie Dreamhouse by Lego combines quality and performance for everyday use.
XXGf-8148,1984,Books,EBook,633.2,10,3,UE,HarperCollins,The 1984 by HarperCollins combines quality and performance for everyday use.
Qcfv-0534,The Silent Patient,Books,EBook,201.47,82,7,IT,Simon & Schuster,The The Silent Patient by Simon & Schuster combines quality and performance for everyday use.
ByEE-7591,Atomic Habits,Books,EBook,437.29,19,1,IT,HarperCollins,The Atomic Habits by HarperCollins combines quality and performance for everyday use.
uaKQ-3184,Burrow Nomad Couch,Furniture,Table,359.12,48,3,IT,Pottery Barn,The Burrow Nomad Couch by Pottery Barn combines quality and performance for everyday use.
KaAC-7684,The Midnight Library,Books,EBook,660.52,89,3,IT,Simon & Schuster,The The Midnight Library by Simon & Schuster combines quality and performance for everyday use.
yNlO-5615,Sapiens,Books,EBook,271.88,22,8,UE,Simon & Schuster,The Sapiens by Simon & Schuster combines quality and performance for everyday use.
ZmiX-0179,Blu Dot Strut Desk,Furniture,Table,84.27,8,5,IT,CB2,The Blu Dot Strut Desk by CB2 combines quality and performance for everyday use.
KjCa-8653,Sony WH-1000XM4,Electronics,TV,550.3,99,1,IT,Amazon,The Sony WH-1000XM4 by Amazon combines quality and performance for everyday use.
YQtf-4263,Bose SoundLink,Electronics,Hi-tech,164.25,47,10,IT,Amazon,The Bose SoundLink by Amazon combines quality and performance for everyday use.
jpYY-1718,Amazon Echo Dot,Electronics,TV,27.43,113,10,UE,Sony,The Amazon Echo Dot by Sony combines quality and performance for everyday use.
jHXL-6684,Google Nest Hub,Electronics,TV,888.3,67,2,,Apple,The Google Nest Hub by Apple combines quality and performance for everyday use.
PtAZ-7396,Zara Slim Blazer,Clothing,Jacket,995.67,135,2,UE,H&M,The Zara Slim Blazer by H&M combines quality and performance for everyday use.
qJVw-4883,IKEA MALM Bed,Furniture,Table,545.99,149,9,IT,IKEA,The IKEA MALM Bed by IKEA combines quality and performance for everyday use.
xPlc-7505,North Face Puffer Jacket,Clothing,T-Shirt,745.54,123,3,IT,Nike,The North Face Puffer Jacket by Nike combines quality and performance for everyday use.
ffQc-3545,Educated,Books,EBook,283.58,19,3,IT,Penguin,The Educated by Penguin combines quality and performance for everyday use.
ENPS-8428,H&M Cotton Shirt,Clothing,Jacket,37.82,181,7,IT,Nike,The H&M Cotton Shirt by Nike combines quality and performance for everyday use.
ykBI-9130,Uniqlo Ultra Light Down,Clothing,Jacket,91.28,128,9,IT,Nike,The Uniqlo Ultra Light Down by Nike combines quality and performance for everyday use.
Uxje-5116,West Elm Andes Sofa,Furniture,Chair,14.68,107,5,IT,IKEA,The West Elm Andes Sofa by IKEA combines quality and performance for everyday use.
cZvj-4585,Puma Track Pants,Clothing,T-Shirt,617.82,79,4,IT,Levi's,The Puma Track Pants by Levi's combines quality and performance for everyday use.
pSMh-5512,CB2 Peekaboo Table,Furniture,Chair,868.73,187,2,IT,IKEA,The CB2 Peekaboo Table by IKEA combines quality and performance for everyday use.
rPXg-4909,Hot Wheels Mega Garage,Toy,Toy,510.14,184,6,IT,Lego,The Hot Wheels Mega Garage by Lego combines quality and performance for everyday use.
gceD-3109,Calvin Klein Boxers,Clothing,Jacket,788.58,93,10,IT,Puma,The Calvin Klein Boxers by Puma combines quality and performance for everyday use.
iENE-7522,Pottery Barn Armchair,Furniture,Chair,492.17,121,3,IT,Pottery Barn,The Pottery Barn Armchair by Pottery Barn combines quality and performance for everyday use.
nOVR-9039,Tommy Hilfiger Polo,Clothing,T-Shirt,483.85,68,3,IT,Zara,The Tommy Hilfiger Polo by Zara combines quality and performance for everyday use.
TmyU-6402,Wayfair Coffee Table,Furniture,Table,460.37,153,1,IT,Pottery Barn,The Wayfair Coffee Table by Pottery Barn combines quality and performance for everyday use.
XDBQ-4296,HarperCollins iPhone 14,Smartphone,Smartphone,55.59,26,6,IT,HarperCollins,The HarperCollins iPhone 14 by HarperCollins combines quality and innovation.
oeGs-1408,Adidas The Silent Patient,Books,Books,486.14,2,9,IT,Adidas,The Adidas The Silent Patient by Adidas combines quality and innovation.
vmpd-4281,Sony Bookshelf Unit,Furniture,Furniture,879.87,4,3,UE,Sony,The Sony Bookshelf Unit by Sony combines quality and innovation.
Iasw-3028,Penguin Ashley Dining Table,Furniture,Furniture,476.52,187,3,IT,Penguin,The Penguin Ashley Dining Table by Penguin combines quality and innovation.
tfDs-4665,Levi's OnePlus Nord,Smartphone,Smartphone,470.48,102,4,IT,Levi's,The Levi's OnePlus Nord by Levi's combines quality and innovation.
XSba-5044,Puma Xiaomi Redmi,Smartphone,Smartphone,542.56,101,10,UE,Puma,The Puma Xiaomi Redmi by Puma combines quality and innovation.
GczD-7517,H&M Lego City,Toy,Toy,858.13,81,4,UE,H&M,The H&M Lego City by H&M combines quality and innovation.
xoBO-8722,Wayfair Zara T-Shirt,Clothing,Clothing,985.78,63,11,UE,Wayfair,The Wayfair Zara T-Shirt by Wayfair combines quality and innovation.
PvTg-5870,HarperCollins 1984,Books,Books,864.0,47,14,UE,HarperCollins,The HarperCollins 1984 by HarperCollins combines quality and innovation.
ywKB-1028,Lego Atomic Habits,Books,Books,237.2,117,3,UE,Lego,The Lego Atomic Habits by Lego combines quality and innovation.
UcDI-8276,Logitech To Kill a Mockingbird,Books,Books,713.91,74,3,IT,Logitech,The Logitech To Kill a Mockingbird by Logitech combines quality and innovation.
ZQfl-4916,Logitech H&M Jacket,Clothing,Clothing,775.74,156,5,UE,Logitech,The Logitech H&M Jacket by Logitech combines quality and innovation.
zRqm-0854,Pottery Barn Zara T-Shirt,Clothing,Clothing,930.96,187,7,UE,Pottery Barn,The Pottery Barn Zara T-Shirt by Pottery Barn combines quality and innovation.
vohE-7079,Playmobil Wayfair Sofa,Furniture,Furniture,613.74,36,13,UE,Playmobil,The Playmobil Wayfair Sofa by Playmobil combines quality and innovation.
wdGz-1632,Apple iPhone 14,Smartphone,Smartphone,752.58,134,10,IT,Apple,The Apple iPhone 14 by Apple combines quality and innovation.
ePKR-4957,Pottery Barn Xiaomi Redmi,Smartphone,Smartphone,243.35,129,6,IT,Pottery Barn,The Pottery Barn Xiaomi Redmi by Pottery Barn combines quality and innovation.
eCOK-1045,Apple Zara T-Shirt,Clothing,Clothing,441.76,192,6,UE,Apple,The Apple Zara T-Shirt by Apple combines quality and innovation.
EbUt-8201,Amazon H&M Jacket,Clothing,Clothing,895.89,50,3,UE,Amazon,The Amazon H&M Jacket by Amazon combines quality and innovation.
OWXm-0653,Random House Wayfair Sofa,Furniture,Furniture,623.03,29,1,IT,Random House,The Random House Wayfair Sofa by Random House combines quality and innovation.
gnfN-7797,Mattel 1984,Books,Books,531.28,109,6,UE,Mattel,The Mattel 1984 by Mattel combines quality and innovation.
PanJ-8205,Logitech Ashley Dining Table,Furniture,Furniture,224.89,95,3,UE,Logitech,The Logitech Ashley Dining Table by Logitech combines quality and innovation.
NHzy-8532,CB2 Wayfair Sofa,Furniture,Furniture,917.22,197,9,UE,CB2,The CB2 Wayfair Sofa by CB2 combines quality and innovation.
JtSd-3044,Logitech Desk Lamp,Furniture,Furniture,604.69,69,1,IT,Logitech,The Logitech Desk Lamp by Logitech combines quality and innovation.
jakc-2462,Bloomsbury Desk Lamp,Furniture,Furniture,188.08,131,7,IT,Bloomsbury,The Bloomsbury Desk Lamp by Bloomsbury combines quality and innovation.
vWqc-6040,IKEA iPhone 14,Smartphone,Smartphone,655.91,20,12,IT,IKEA,The IKEA iPhone 14 by IKEA combines quality and innovation.
MJSw-6446,Levi's IKEA MALM Bed,Furniture,Furniture,490.21,147,4,IT,Levi's,The Levi's IKEA MALM Bed by Levi's combines quality and innovation.
DklY-0292,Mattel Atomic Habits,Books,Books,128.55,135,13,IT,Mattel,The Mattel Atomic Habits by Mattel combines quality and innovation.
iGVT-6874,Amazon Dune,Books,Books,788.5,171,6,IT,Amazon,The Amazon Dune by Amazon combines quality and innovation.
ZqEB-9821,HarperCollins Adidas Tracksuit,Clothing,Clothing,774.14,38,5,UE,HarperCollins,The HarperCollins Adidas Tracksuit by HarperCollins combines quality and innovation.
Jxtk-3761,Nike Playmobil Castle,Toy,Toy,779.39,36,1,UE,Nike,The Nike Playmobil Castle by Nike combines quality and innovation.
TWXV-2553,CB2 Xiaomi Redmi,Smartphone,Smartphone,806.25,191,3,IT,CB2,The CB2 Xiaomi Redmi by CB2 combines quality and innovation.
PWcO-1614,Bose 1984,Books,Books,38.92,80,5,UE,Bose,The Bose 1984 by Bose combines quality and innovation.
qGSJ-5042,Wayfair Atomic Habits,Books,Books,484.92,68,10,IT,Wayfair,The Wayfair Atomic Habits by Wayfair combines quality and innovation.
YWgc-9233,Wayfair Pixel 7,Smartphone,Smartphone,134.79,170,13,UE,Wayfair,The Wayfair Pixel 7 by Wayfair combines quality and innovation.
lUKW-1494,IKEA Levi's Jeans,Clothing,Clothing,591.74,190,8,UE,IKEA,The IKEA Levi's Jeans by IKEA combines quality and innovation.
vwqY-9123,West Elm The Silent Patient,Books,Books,886.72,8,4,IT,West Elm,The West Elm The Silent Patient by West Elm combines quality and innovation.
fqEQ-2706,Puma Bookshelf Unit,Furniture,Furniture,723.39,188,3,IT,Puma,The Puma Bookshelf Unit by Puma combines quality and innovation.
rkAy-1447,IKEA IKEA MALM Bed,Furniture,Furniture,306.21,195,11,IT,IKEA,The IKEA IKEA MALM Bed by IKEA combines quality and innovation.
UTHc-7192,Playmobil H&M Jacket,Clothing,Clothing,356.96,115,7,UE,Playmobil,The Playmobil H&M Jacket by Playmobil combines quality and innovation.
tgXn-1989,Zara Playmobil Castle,Toy,Toy,287.32,173,8,UE,Zara,The Zara Playmobil Castle by Zara combines quality and innovation.
uNpB-4427,Apple Pixel 7,Smartphone,Smartphone,11.14,75,8,IT,Apple,The Apple Pixel 7 by Apple combines quality and innovation.
tpWT-2293,Bloomsbury Lego City,Toy,Toy,678.73,137,5,IT,Bloomsbury,The Bloomsbury Lego City by Bloomsbury combines quality and innovation.
ovyO-4646,Bloomsbury Galaxy S22,Smartphone,Smartphone,90.28,1,11,IT,Bloomsbury,The Bloomsbury Galaxy S22 by Bloomsbury combines quality and innovation.
nfla-7821,H&M OnePlus Nord,Smartphone,Smartphone,947.62,137,8,UE,H&M,The H&M OnePlus Nord by H&M combines quality and innovation.
RTAV-0450,Adidas iPhone 14,Smartphone,Smartphone,678.02,136,13,UE,Adidas,The Adidas iPhone 14 by Adidas combines quality and innovation.
iKyh-2108,Bloomsbury 1984,Books,Books,106.2,130,7,IT,Bloomsbury,The Bloomsbury 1984 by Bloomsbury combines quality and innovation.
kIiv-9225,Amazon Hot Wheels,Toy,Toy,304.69,128,9,UE,Amazon,The Amazon Hot Wheels by Amazon combines quality and innovation.
fsbN-2236,Lego IKEA MALM Bed,Furniture,Furniture,699.31,54,1,UE,Lego,The Lego IKEA MALM Bed by Lego combines quality and innovation.
UVvD-5188,Logitech Xiaomi Redmi,Smartphone,Smartphone,99.95,173,4,IT,Logitech,The Logitech Xiaomi Redmi by Logitech combines quality and innovation.
agPv-0427,Penguin Galaxy S22,Smartphone,Smartphone,596.79,66,8,IT,Penguin,The Penguin Galaxy S22 by Penguin combines quality and innovation.
qoLt-8081,IKEA H&M Jacket,Clothing,Clothing,637.04,51,5,UE,IKEA,The IKEA H&M Jacket by IKEA combines quality and innovation.
SmIE-0155,HarperCollins Ashley Dining Table,Furniture,Furniture,266.33,148,11,IT,HarperCollins,The HarperCollins Ashley Dining Table by HarperCollins combines quality and innovation.
vtEt-5026,Lego Barbie Dreamhouse,Toy,Toy,338.03,198,4,IT,Lego,The Lego Barbie Dreamhouse by Lego combines quality and innovation.
agpB-1320,Bose Hot Wheels,Toy,Toy,405.68,120,11,UE,Bose,The Bose Hot Wheels by Bose combines quality and innovation.
SSww-4500,Pottery Barn Ashley Dining Table,Furniture,Furniture,526.04,6,12,IT,Pottery Barn,The Pottery Barn Ashley Dining Table by Pottery Barn combines quality and innovation.
bbWf-7248,Simon & Schuster Adidas Tracksuit,Clothing,Clothing,39.07,3,9,IT,Simon & Schuster,The Simon & Schuster Adidas Tracksuit by Simon & Schuster combines quality and innovation.
sdCI-2235,Playmobil iPhone 14,Smartphone,Smartphone,659.16,166,14,UE,Playmobil,The Playmobil iPhone 14 by Playmobil combines quality and innovation.
ijhl-1028,Bose Nike Hoodie,Clothing,Clothing,274.58,45,10,UE,Bose,The Bose Nike Hoodie by Bose combines quality and innovation.
IWWf-7284,Wayfair Bookshelf Unit,Furniture,Furniture,33.97,126,13,UE,Wayfair,The Wayfair Bookshelf Unit by Wayfair combines quality and innovation.
FuAI-4511,Nike iPhone 14,Smartphone,Smartphone,781.09,50,5,IT,Nike,The Nike iPhone 14 by Nike combines quality and innovation.
Hdke-2014,Wayfair Nike Hoodie,Clothing,Clothing,174.17,186,13,UE,Wayfair,The Wayfair Nike Hoodie by Wayfair combines quality and innovation.
tTXr-0240,Wayfair The Silent Patient,Books,Books,170.07,130,4,UE,Wayfair,The Wayfair The Silent Patient by Wayfair combines quality and innovation.
PGlx-1361,Levi's Adidas Tracksuit,Clothing,Clothing,803.57,79,12,IT,Levi's,The Levi's Adidas Tracksuit by Levi's combines quality and innovation.
GCNR-3111,Logitech NERF Blaster,Toy,Toy,619.21,147,2,IT,Logitech,The Logitech NERF Blaster by Logitech combines quality and innovation.
csan-4123,Levi's Atomic Habits,Books,Books,949.19,111,9,UE,Levi's,The Levi's Atomic Habits by Levi's combines quality and innovation.
grbP-6447,West Elm Dune,Books,Books,441.13,178,13,IT,West Elm,The West Elm Dune by West Elm combines quality and innovation.
AaTf-0364,West Elm iPhone 14,Smartphone,Smartphone,167.58,159,9,UE,West Elm,The West Elm iPhone 14 by West Elm combines quality and innovation.
ggeG-6022,H&M NERF Blaster,Toy,Toy,475.38,90,14,IT,H&M,The H&M NERF Blaster by H&M combines quality and innovation.
oWBu-0529,Sony H&M Jacket,Clothing,Clothing,470.22,102,2,IT,Sony,The Sony H&M Jacket by Sony combines quality and innovation.
AZFV-6954,Logitech Xiaomi Redmi,Smartphone,Smartphone,428.69,150,9,IT,Logitech,The Logitech Xiaomi Redmi by Logitech combines quality and innovation.
kpaW-9444,CB2 Levi's Jeans,Clothing,Clothing,538.24,137,2,IT,CB2,The CB2 Levi's Jeans by CB2 combines quality and innovation.
BUtY-0287,Adidas H&M Jacket,Clothing,Clothing,55.67,195,14,IT,Adidas,The Adidas H&M Jacket by Adidas combines quality and innovation.
lVwo-9345,Pottery Barn Pixel 7,Smartphone,Smartphone,879.26,192,7,IT,Pottery Barn,The Pottery Barn Pixel 7 by Pottery Barn combines quality and innovation.
ZZTy-7843,Logitech NERF Blaster,Toy,Toy,760.64,151,2,UE,Logitech,The Logitech NERF Blaster by Logitech combines quality and innovation.
YsGR-2105,Sony H&M Jacket,Clothing,Clothing,616.76,59,10,UE,Sony,The Sony H&M Jacket by Sony combines quality and innovation.
xSAM-1067,Puma Dune,Books,Books,351.67,29,1,UE,Puma,The Puma Dune by Puma combines quality and innovation.
dBYW-3610,Pottery Barn Levi's Jeans,Clothing,Clothing,76.08,163,12,UE,Pottery Barn,The Pottery Barn Levi's Jeans by Pottery Barn combines quality and innovation.
vOpc-4800,Lego Atomic Habits,Books,Books,588.71,82,1,UE,Lego,The Lego Atomic Habits by Lego combines quality and innovation.
dIln-4894,Levi's Playmobil Castle,Toy,Toy,29.93,20,10,IT,Levi's,The Levi's Playmobil Castle by Levi's combines quality and innovation.
OyUn-8499,Simon & Schuster H&M Jacket,Clothing,Clothing,734.22,182,1,IT,Simon & Schuster,The Simon & Schuster H&M Jacket by Simon & Schuster combines quality and innovation.
ktcS-4635,West Elm Wayfair Sofa,Furniture,Furniture,432.2,169,12,IT,West Elm,The West Elm Wayfair Sofa by West Elm combines quality and innovation.
ISHk-8224,Pottery Barn The Silent Patient,Books,Books,856.78,149,14,UE,Pottery Barn,The Pottery Barn The Silent Patient by Pottery Barn combines quality and innovation.
BuoC-4106,CB2 IKEA MALM Bed,Furniture,Furniture,757.15,46,11,IT,CB2,The CB2 IKEA MALM Bed by CB2 combines quality and innovation.
pvoj-3048,Puma Adidas Tracksuit,Clothing,Clothing,381.6,88,14,IT,Puma,The Puma Adidas Tracksuit by Puma combines quality and innovation.
lywR-4565,Logitech Zara T-Shirt,Clothing,Clothing,27.9,132,3,UE,Logitech,The Logitech Zara T-Shirt by Logitech combines quality and innovation.
ZkZz-4138,Simon & Schuster The Silent Patient,Books,Books,338.08,158,4,IT,Simon & Schuster,The Simon & Schuster The Silent Patient by Simon & Schuster combines quality and innovation.
PlDY-3544,Penguin Wayfair Sofa,Furniture,Furniture,412.61,122,6,IT,Penguin,The Penguin Wayfair Sofa by Penguin combines quality and innovation.
hmtT-0674,Levi's Levi's Jeans,Clothing,Clothing,897.63,30,14,IT,Levi's,The Levi's Levi's Jeans by Levi's combines quality and innovation.
